Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition,Department,JobRole,MaritalStatus,EngagementScore,LoyaltyScore,IncomePerLevel,Cluster,PCA1,PCA2
37,889,9,3,403,2,1,53,3,1,4,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.0,0.10810810810518627,2325.9999976739996,1,1.0911209093152228,-1.034605837785502
42,555,26,3,404,3,0,77,3,4,2,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.47619047617913834,3381.2499991546874,3,0.004790827034793512,2.5763145248678754
18,230,3,3,405,3,1,54,3,1,3,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,Research & Development,Laboratory Technician,Single,3.0,0.0,1419.9999985799998,1,0.41904311109520653,-1.587766976275179
35,1232,16,3,406,3,1,96,3,3,2,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.6666666666666665,0.31428571427673474,2673.333332442222,0,-0.4718103622105189,0.7291211654779074
36,566,18,4,407,3,1,81,4,1,4,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.6666666666666665,0.027777777777006175,3687.999996312,1,1.8322734713635143,-1.2072347924516917
51,1302,2,3,408,4,1,84,1,2,2,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,Research & Development,Manufacturing Director,Divorced,3.3333333333333335,0.07843137254748174,2740.9999986294997,1,0.2128637527745872,-0.48951755217412923
41,334,2,4,410,4,1,88,3,4,2,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,Sales,Manager,Single,2.6666666666666665,0.5365853658405711,4003.7499989990624,3,-0.33779151499286675,3.1960255753878206
18,812,10,3,411,4,0,69,2,1,3,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,Sales,Sales Representative,Single,2.6666666666666665,0.0,1199.9999988,1,0.04229274316355661,-1.605094892636028
28,1476,16,2,412,2,1,68,4,2,1,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,Research & Development,Healthcare Representative,Single,2.0,0.28571428570408164,2830.49999858475,0,-1.8987777833653077,0.10451747481419589
31,218,7,3,416,2,1,100,4,2,4,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.6666666666666665,0.2580645161207076,3464.49999826775,1,0.7780493629069196,0.1325674046460808
39,1132,1,3,417,3,1,48,4,3,4,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,Research & Development,Healthcare Representative,Divorced,2.6666666666666665,0.46153846152662725,3204.333332265222,3,0.8641232206131017,1.6873749077018916
36,1105,24,4,419,2,0,47,3,2,2,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,2.3333333333333335,0.24999999999305558,2836.9999985814998,0,-0.8781729394863164,0.16238047416589102
32,906,7,3,420,4,1,91,2,2,3,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.3333333333333335,0.4062499999873047,2741.999998629,1,0.910457308626112,0.5040466065524566
38,849,25,2,421,1,0,81,2,3,2,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,Research & Development,Research Director,Married,2.0,0.2631578947299169,4020.333331993222,0,-1.1968681496504092,1.2516075892153022
58,390,1,4,422,4,1,32,1,2,3,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,Research & Development,Healthcare Representative,Divorced,3.6666666666666665,0.08620689655023782,2829.999998585,1,1.234755770852848,-0.40689715270533067
31,691,5,4,423,3,1,86,3,1,4,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.3333333333333335,0.16129032257544224,4820.999995179,1,1.492132261491769,-0.5607171767252548
31,106,2,3,424,1,1,62,2,2,1,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,Human Resources,Human Resources,Married,2.0,0.0645161290301769,3204.9999983975,0,-1.9320162870450264,-0.4743512098296304
45,1249,7,3,425,1,1,97,3,3,1,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,1.0,0.5333333333214815,1736.6666660877777,0,-2.9231811480042986,1.9272325037214637
31,192,2,4,426,3,1,32,3,1,4,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,3.0,0.0645161290301769,2694.999997305,1,1.0809723340751929,-1.209656713996226
33,553,5,4,428,4,0,74,3,3,2,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,2.6666666666666665,0.30303030302112033,3959.3333320135553,3,-0.4482274715213244,1.1927854808887857
39,117,10,1,429,3,1,99,3,4,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,2.6666666666666665,0.5384615384477318,4266.99999893325,3,-0.9750462977730402,3.2824284348155777
43,185,10,4,430,3,0,33,3,1,4,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,2.6666666666666665,0.18604651162358032,2454.9999975449996,1,0.7431474394673108,-0.5387332506504099
49,1091,1,2,431,3,0,90,2,4,3,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0,Research & Development,Healthcare Representative,Single,3.3333333333333335,0.1428571428542274,3490.99999912725,1,0.937528766974023,1.085174651031824
52,723,8,4,433,3,1,85,2,2,2,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,Research & Development,Research Scientist,Married,2.0,0.15384615384319528,2470.4999987647498,0,-1.265438831425806,-0.047129162613530166
27,1220,5,3,434,3,0,85,3,1,2,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,2.3333333333333335,0.14814814814266117,2477.999997522,0,-0.935673025705754,-0.8932064277687407
32,588,8,2,436,3,0,65,2,2,2,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.4062499999873047,2613.9999986929997,0,-0.10552960939442373,0.5249314216282412
27,1377,2,3,437,4,1,74,3,2,3,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,2.6666666666666665,0.18518518517832647,2238.9999988805,1,0.1004325159547528,-0.537204313067442
31,691,7,3,438,4,1,73,3,2,4,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,4.0,0.22580645160561916,3773.49999811325,1,2.276493375619721,0.047358606818741614
32,1018,2,4,439,1,0,74,4,2,4,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,2.6666666666666665,0.21874999999316408,2527.49999873625,1,0.7569166020190381,-0.2638253555262964
28,1157,2,4,440,1,1,84,1,1,4,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,Research & Development,Research Scientist,Married,3.0,0.10714285713903061,3463.999996536,1,1.0934849283558399,-0.9790635121838449
30,1275,28,2,441,4,0,64,3,2,4,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,4.0,0.3333333333222222,2887.49999855625,1,2.282210652044548,0.12710527239124803
31,798,7,2,442,3,0,48,2,3,3,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,2.3333333333333335,0.32258064515088447,2980.9999990063334,2,-0.3168246832432106,0.6771671691985909
39,672,7,2,444,3,1,54,2,5,4,19272,21141,1,0,15,3,1,1,21,2,3,21,9,13,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,2.6666666666666665,0.5384615384477318,3854.39999922912,3,0.9590143653522267,3.482284244417488
39,1162,3,2,445,4,0,41,3,2,3,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,Sales,Sales Executive,Married,2.6666666666666665,0.02564102564036818,2618.9999986905,1,0.08030698870126227,-0.8840050788066091
33,508,10,3,446,2,1,46,2,2,4,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,3.0,0.21212121211478424,2340.9999988295,1,1.1290409438890678,-0.3354740347378251
47,1482,5,5,447,4,1,42,3,5,3,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,Research & Development,Research Director,Married,3.0,0.06382978723268448,3659.999999268,3,0.5702656794278532,1.2906162164743822
43,559,10,4,448,3,0,82,2,2,3,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,2.6666666666666665,0.20930232557652786,2628.4999986857497,1,0.13256386801234657,0.0405154755821632
27,210,1,1,449,3,1,73,3,2,2,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.18518518517832647,3174.49999841275,0,-0.14889328514691305,-0.2285380046787252
54,928,20,4,450,4,0,31,3,2,3,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,3.6666666666666665,0.07407407407270233,2434.49999878275,1,1.222071553345632,-0.6407913411999921
43,1001,7,3,451,3,0,43,3,3,1,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,1.6666666666666667,0.02325581395294754,3328.3333322238886,0,-2.2856752307999297,-0.03746763627885908
45,549,8,4,452,4,1,75,3,2,4,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.0,0.22222222221728397,1848.4999990757499,1,1.1408976511916271,-0.13764207284919477
40,1124,1,2,453,2,1,57,1,2,4,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.0999999999975,3728.49999813575,2,1.0215254368824562,-0.3120300003266406
29,318,8,4,454,2,1,77,1,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,Research & Development,Laboratory Technician,Married,2.3333333333333335,0.24137931033650417,2118.9999978809997,0,-1.5578885695834928,-0.5578320442766737
29,738,9,5,455,2,1,30,2,1,4,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,3.0,0.10344827585850179,3982.999996017,1,1.0975336762917265,-0.9011902354518648
30,570,5,3,456,4,0,30,2,2,3,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,3.3333333333333335,0.3333333333222222,3058.9999984705,1,0.8958624307541959,0.2535489025965334
27,1130,8,4,458,2,0,56,3,2,2,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,1.6666666666666667,0.29629629628532234,3106.9999984465,0,-1.6305422231179976,0.15955988087310846
37,1192,5,2,460,4,1,61,3,2,4,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,Research & Development,Manufacturing Director,Divorced,3.6666666666666665,0.16216216215777943,3173.49999841325,1,1.8855843906435086,-0.23222197453454216
38,343,15,2,461,3,1,92,2,3,4,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,Research & Development,Research Director,Divorced,3.0,0.2894736842029086,3836.666665387778,1,1.2083608821974874,1.1498670466897127
31,1232,7,4,462,3,0,39,3,3,4,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,Research & Development,Manufacturing Director,Single,3.3333333333333335,0.3548387096659729,2380.999999206333,1,1.549327807389422,0.4789392397950854
29,144,10,1,463,4,0,39,2,2,2,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,2.3333333333333335,0.24137931033650417,4133.999997933,0,-0.8709641656755797,0.32117938741307767
35,1296,5,4,464,3,1,62,3,3,2,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0,Research & Development,Manufacturing Director,Single,3.0,0.45714285712979597,2698.3333324338887,3,-0.06362323533071727,1.3007361426143416
23,1309,26,1,465,3,1,83,3,1,4,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,3.3333333333333335,0.17391304347069944,2903.999997096,1,1.4706640552065018,-0.9635618654129982
41,483,6,3,466,4,1,95,2,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,Research & Development,Manufacturing Director,Single,3.3333333333333335,0.1219512195092207,3015.999998492,1,0.22366791584529344,-0.29178417233535825
47,1309,4,1,467,2,1,99,3,2,3,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,Sales,Sales Representative,Single,2.0,0.0,1487.999999256,0,-0.6939208531507546,-1.307251339542567
42,810,23,5,468,1,0,44,3,4,4,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,Research & Development,Research Director,Single,2.3333333333333335,0.023809523808956918,3997.9999990005,1,0.4281211186864916,0.7016448338860765
29,746,2,3,469,4,1,61,3,2,3,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.6666666666666665,0.13793103447800237,2324.49999883775,1,0.09525291408207026,-0.6267553566369305
42,544,2,1,470,3,1,52,3,1,3,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0,Human Resources,Human Resources,Divorced,3.0,0.07142857142687076,2695.999997304,1,0.4485380054556458,-1.0506836103576338
32,1062,2,3,471,3,0,75,3,1,2,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,2.6666666666666665,0.24999999999218753,2369.9999976299996,0,-0.5354270744352517,-0.46425837081667165
48,530,29,1,473,1,0,91,3,3,3,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Sales,Manager,Married,2.0,0.0,4167.999998610667,2,-0.7292150834369051,0.07507169982480352
37,1319,6,3,474,3,1,51,4,2,1,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,1.6666666666666667,0.18918918918407598,2986.9999985064997,0,-2.277883770986998,0.05195475029229123
30,641,25,2,475,4,0,85,3,2,3,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.06666666666444444,2367.999998816,1,0.4579385767856072,-0.8598008307824775
26,933,1,3,476,3,1,57,3,2,3,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.6666666666666665,0.3076923076804734,2647.999998676,1,0.12635452678024778,-0.06884148808100815
42,1332,2,4,477,1,1,98,2,2,4,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0,Research & Development,Healthcare Representative,Single,2.3333333333333335,0.023809523808956918,3390.49999830475,2,0.24664290464199745,-0.727722555803535
21,756,1,1,478,1,0,99,2,1,2,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,Sales,Sales Representative,Single,2.0,0.14285714285034012,2173.999997826,0,-1.3195922647271408,-1.0383468242436928
36,845,1,5,479,4,0,45,3,2,4,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,3.3333333333333335,0.027777777777006175,3326.4999983367497,1,1.480369466005659,-0.7466698641278465
36,541,3,4,481,1,1,48,2,3,4,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.0,0.3611111111010803,3232.9999989223334,3,0.08215792804360207,1.1555991017477383
57,593,1,4,482,4,1,88,3,2,3,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,3.3333333333333335,0.052631578946445066,3377.49999831125,1,0.8552366264236521,-0.45733351793884375
40,1171,10,4,483,4,0,46,4,1,3,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.3333333333333335,0.17499999999562502,2212.9999977869998,1,0.845858560818716,-0.6780023718535271
21,895,9,2,484,1,1,39,3,1,4,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,Sales,Sales Representative,Single,2.6666666666666665,0.14285714285034012,2609.99999739,2,0.6021660015744934,-1.1388241466925084
33,350,5,3,485,4,0,34,3,1,3,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,Sales,Sales Representative,Single,3.0,0.03030303030211203,2850.9999971489997,1,0.436720004284441,-1.2578440842959948
37,921,10,3,486,3,0,98,3,1,1,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,2.0,0.13513513513148284,3451.9999965479997,2,-2.045173752245636,-0.6198620191603392
46,1144,7,4,487,3,0,30,3,2,3,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,3.0,0.02173913043431002,2628.9999986855,1,0.4554971454822815,-0.8966861322846732
41,143,4,3,488,1,1,56,3,2,2,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,Sales,Sales Executive,Single,2.0,0.19512195121475315,4677.49999766125,0,-1.2310049713313864,0.6151688017312864
50,1046,10,3,491,4,1,100,2,3,4,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0,Research & Development,Healthcare Representative,Single,4.0,0.0799999999984,3498.666665500444,1,2.279957941816355,0.1442147287482399
40,575,22,2,492,3,1,68,2,2,3,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,Sales,Sales Executive,Married,2.3333333333333335,0.14999999999625002,3189.999998405,0,-0.2532504292622331,-0.12092834665566146
31,408,9,4,493,3,1,42,2,1,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,3.0,0.0645161290301769,2656.999997343,0,-0.19723553020697118,-1.1281297262503431
21,156,12,3,494,3,0,90,4,1,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,Sales,Sales Representative,Single,3.0,0.04761904761678005,2715.9999972839996,0,-0.20328885032400693,-1.2344857929296231
29,1283,23,3,495,4,1,54,3,1,4,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,4.0,0.10344827585850179,2200.9999977989996,1,2.208734601937475,-1.2156160081024487
35,755,9,4,496,3,1,97,2,2,2,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,Research & Development,Healthcare Representative,Single,2.6666666666666665,0.028571428570612248,3269.999998365,0,-0.5484917487899041,-0.6450323391476454
27,1469,1,2,497,4,1,82,3,1,2,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,2.6666666666666665,0.18518518517832647,3815.999996184,0,-0.5436874950356071,-0.5929196572266068
28,304,9,4,498,2,1,92,3,2,4,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,3.3333333333333335,0.24999999999107142,2626.4999986867497,1,1.5085294823900748,-0.2654803763096831
