Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition,Department,JobRole,MaritalStatus,EngagementScore,LoyaltyScore,IncomePerLevel
45,194,9,3,206,2,1,60,3,2,2,2348,10901,8,0,18,3,3,1,20,2,1,17,9,0,15,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,2.3333333333333335,0.37777777776938276,1173.9999994129998
32,967,8,3,207,2,0,43,3,3,4,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,3.3333333333333335,0.281249999991211,2999.3333323335555
29,1496,1,1,208,4,1,41,3,2,3,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,2.6666666666666665,0.3448275861950059,2159.4999989202497
51,1169,7,4,211,2,1,34,2,2,3,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,2.6666666666666665,0.019607843136870435,3065.999998467
58,1145,9,3,214,2,0,75,2,1,2,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,2.0,0.017241379310047565,3345.999996654
40,630,4,4,215,3,1,67,2,3,4,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.6666666666666665,0.29999999999250004,3618.333332127222
34,303,2,4,216,3,0,75,3,1,3,2231,11314,6,0,18,3,4,1,6,3,3,4,3,1,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,Sales,Sales Representative,Married,3.3333333333333335,0.11764705882006922,2230.999997769
22,1256,19,1,217,3,1,80,3,1,4,2323,11992,1,0,24,4,1,2,2,6,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,2.6666666666666665,0.09090909090495868,2322.999997677
27,691,9,3,218,4,1,57,3,1,2,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,3.3333333333333335,0.07407407407133058,2023.9999979759998
28,440,21,3,221,3,1,42,3,1,4,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.3333333333333335,0.178571428565051,2712.9999972869996
57,334,24,2,223,3,1,83,4,3,4,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,Research & Development,Healthcare Representative,Divorced,3.0,0.08771929824407511,3146.3333322845556
27,1450,3,3,224,3,1,79,2,1,3,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,3.3333333333333335,0.03703703703566529,2565.999997434
50,1452,11,3,226,3,0,53,3,5,2,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,Research & Development,Manager,Single,2.3333333333333335,0.09999999999800001,3985.19999920296
41,465,14,3,227,1,1,56,3,1,3,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,1.6666666666666667,0.21951219511659728,2450.999997549
30,1339,5,3,228,2,0,41,3,3,4,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.3333333333222222,3139.666665620111
38,702,1,4,230,1,0,59,2,2,4,8686,12930,4,0,22,4,3,0,12,2,4,8,3,0,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,2.6666666666666665,0.21052631578393355,4342.9999978284995
32,120,6,5,231,3,1,43,3,1,3,3038,12430,3,0,20,4,1,0,8,2,3,5,4,1,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,2.3333333333333335,0.1562499999951172,3037.999996962
27,1157,17,3,233,3,1,51,3,1,2,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.0,0.18518518517832647,3057.9999969419996
19,602,1,1,235,3,0,100,1,1,1,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,Sales,Sales Representative,Single,1.6666666666666667,0.0,2324.999997675
36,1480,3,2,238,4,1,30,3,1,2,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,3.0,0.2222222222160494,2087.999997912
30,111,9,3,239,3,1,66,3,2,1,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,2.3333333333333335,0.3999999999866667,1535.999999232
45,1268,4,2,240,3,0,30,3,2,1,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,1.6666666666666667,0.11111111110864198,2502.9999987485
56,713,8,3,241,3,0,67,3,1,1,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,2.3333333333333335,0.03571428571364796,4256.999995743
33,134,2,3,242,3,1,90,3,1,4,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,2.6666666666666665,0.0909090909063361,2499.9999974999996
19,303,2,3,243,2,1,47,2,1,4,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,Research & Development,Laboratory Technician,Single,3.0,0.052631578944598335,1101.9999988979998
46,526,1,2,244,2,0,92,3,3,1,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,2.0,0.5217391304234404,3484.3333321718887
38,1380,9,2,245,3,0,75,3,1,4,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,3.3333333333333335,0.05263157894598339,2287.9999977119996
31,140,12,1,246,3,0,95,3,1,4,3929,6984,8,1,23,4,3,1,7,0,3,4,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.3333333333333335,0.1290322580603538,3928.9999960709997
34,629,27,2,247,4,0,95,3,1,2,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,3.3333333333333335,0.08823529411505192,2310.999997689
41,1356,20,2,248,2,0,70,3,1,2,3140,21728,1,1,22,4,4,0,4,5,2,4,3,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,Sales,Sales Representative,Single,2.6666666666666665,0.09756097560737657,3139.9999968599996
50,328,1,3,249,3,1,86,2,1,3,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.3333333333333335,0.059999999998800006,3689.99999631
53,1084,13,2,250,4,0,57,4,2,1,4450,26250,1,0,11,3,3,2,5,3,3,4,2,1,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,Research & Development,Manufacturing Director,Divorced,2.6666666666666665,0.07547169811178356,2224.9999988874997
33,931,14,3,252,4,0,72,3,1,2,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.3333333333333335,0.24242424241689625,2755.9999972439996
40,989,4,1,253,4,0,46,3,5,3,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,3.0,0.49999999998750005,3806.59999923868
55,692,14,4,254,3,1,61,4,5,2,18722,13339,8,0,11,3,4,0,36,3,3,24,15,2,15,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,Research & Development,Research Director,Single,3.0,0.4363636363557025,3744.39999925112
34,1069,2,1,256,4,1,45,2,2,3,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,3.3333333333333335,0.294117647050173,4773.499997613249
51,313,3,3,258,4,0,98,3,4,2,13734,7192,3,0,18,3,3,0,21,6,3,7,7,1,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,Research & Development,Healthcare Representative,Single,3.0,0.13725490195809306,3433.499999141625
52,699,1,4,259,3,1,65,2,5,3,19999,5678,0,0,14,3,1,1,34,5,3,33,18,11,9,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,2.3333333333333335,0.6346153846031806,3999.79999920004
27,894,9,3,260,4,0,99,3,1,2,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,Research & Development,Research Scientist,Single,3.3333333333333335,0.25925925924965704,2278.999997721
35,556,23,2,261,2,1,50,2,2,3,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,Research & Development,Manufacturing Director,Married,2.0,0.028571428570612248,2957.9999985209997
43,1344,7,3,262,4,1,37,4,1,4,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,4.0,0.1162790697647377,2088.999997911
45,1195,2,2,264,1,1,65,2,4,4,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,3.0,0.44444444443456793,4197.9999989504995
37,290,21,3,267,2,1,65,4,1,1,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,1.3333333333333333,0.21621621621037254,3563.9999964359995
35,138,2,3,269,2,0,37,3,2,2,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,2.6666666666666665,0.1714285714236735,2212.4999988937498
42,926,21,2,270,3,0,36,3,2,3,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,Research & Development,Manufacturing Director,Divorced,2.6666666666666665,0.11904761904478459,2632.4999986837497
38,1261,2,4,271,4,1,88,3,2,3,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,3.0,0.026315789472991694,3276.49999836175
38,1084,29,3,273,4,1,54,3,2,4,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,3.0,0.18421052631094184,3130.49999843475
27,472,1,1,274,3,1,60,2,2,1,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,2.3333333333333335,0.07407407407133058,2148.9999989254998
49,1002,18,4,275,4,1,92,3,2,4,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,Research & Development,Manufacturing Director,Divorced,3.0,0.1428571428542274,3401.999998299
34,878,10,4,277,4,1,43,3,1,3,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,3.6666666666666665,0.1470588235250865,3814.999996185
40,905,19,2,281,3,1,99,3,2,4,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,Research & Development,Laboratory Technician,Married,3.3333333333333335,0.17499999999562502,1370.4999993147499
38,1180,29,1,282,2,1,70,3,2,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,Research & Development,Healthcare Representative,Married,1.6666666666666667,0.026315789472991694,3336.49999833175
29,121,27,3,283,2,0,35,3,3,4,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,Sales,Sales Executive,Married,3.3333333333333335,0.3448275861950059,2546.3333324845553
22,1136,5,3,284,4,1,60,4,1,2,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,2.3333333333333335,0.18181818180991735,2327.9999976719996
36,635,18,1,286,2,0,73,3,1,4,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,2.3333333333333335,0.2222222222160494,2152.999997847
40,1151,9,5,287,4,1,63,2,2,4,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Research & Development,Healthcare Representative,Married,4.0,0.07499999999812501,2437.9999987809997
46,644,1,4,288,4,1,97,3,3,1,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,Research & Development,Healthcare Representative,Divorced,2.6666666666666665,0.08695652173724008,3131.999998956
32,1045,4,4,291,4,1,32,1,3,4,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,Sales,Sales Executive,Married,3.6666666666666665,0.43749999998632816,3466.666665511111
30,829,1,1,292,3,1,88,2,3,3,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,Research & Development,Manufacturing Director,Single,3.0,0.3666666666544444,2824.666665725111
27,1242,20,3,293,4,0,90,3,2,3,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,3.6666666666666665,0.25925925924965704,4990.499997504749
51,1469,8,4,296,2,1,81,2,3,2,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,Research & Development,Research Director,Married,2.6666666666666665,0.19607843136870437,4163.333331945555
30,1005,3,3,297,4,0,88,3,1,1,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,Research & Development,Research Scientist,Single,2.6666666666666665,0.1666666666611111,2656.999997343
41,896,6,3,298,4,0,75,3,3,4,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,Sales,Manager,Single,3.6666666666666665,0.024390243901844143,4530.333331823222
30,334,26,4,299,3,0,52,2,2,1,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,Sales,Sales Executive,Single,2.3333333333333335,0.19999999999333334,3347.999998326
29,992,1,3,300,3,1,85,3,1,3,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,Research & Development,Research Scientist,Single,3.3333333333333335,0.20689655171700358,2057.999997942
45,1052,6,3,302,4,0,57,2,3,4,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,4.0,0.42222222221283956,2954.999999015
54,1147,3,3,303,4,0,52,3,2,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.0,0.1111111111090535,2969.999998515
36,1396,5,2,304,4,1,62,3,2,2,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,3.3333333333333335,0.3611111111010803,2956.9999985215
33,147,4,4,305,3,0,47,2,1,2,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,3.0,0.0909090909063361,2621.999997378
37,663,11,3,306,2,1,47,3,3,4,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0,Research & Development,Research Director,Divorced,3.0,0.2702702702629657,4061.6666653127777
38,119,3,3,307,1,1,76,3,3,3,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,Sales,Sales Executive,Divorced,2.3333333333333335,0.4210526315678671,3536.3333321545556
31,979,1,4,308,3,1,90,1,2,3,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,Research & Development,Manufacturing Director,Married,3.3333333333333335,0.16129032257544224,2172.49999891375
59,142,3,3,309,3,1,70,2,1,4,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,Research & Development,Research Scientist,Married,2.6666666666666665,0.016949152542085608,2176.999997823
37,319,4,4,311,1,1,41,3,1,4,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,Sales,Sales Representative,Divorced,2.6666666666666665,0.24324324323666913,2792.999997207
29,1413,1,1,312,2,0,42,3,3,4,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,3.3333333333333335,0.37931034481450654,2639.3333324535556
35,944,1,3,314,3,0,92,3,3,3,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,Sales,Sales Executive,Single,2.3333333333333335,0.28571428570612245,2929.666665690111
29,896,18,1,315,3,1,86,2,1,4,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,Research & Development,Research Scientist,Single,3.3333333333333335,0.13793103447800237,2388.999997611
52,1323,2,3,316,3,0,89,2,1,4,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,Research & Development,Laboratory Technician,Single,3.0,0.03846153846079882,3211.999996788
42,532,4,2,319,3,1,58,3,5,4,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,3.6666666666666665,0.5238095237970521,3846.39999923072
59,818,6,2,321,2,1,52,3,1,3,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,Human Resources,Human Resources,Married,3.0,0.033898305084171215,2266.999997733
50,854,1,4,323,4,0,68,3,5,4,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,Sales,Manager,Divorced,3.6666666666666665,0.1399999999972,3903.39999921932
33,813,14,3,325,3,1,58,3,1,4,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,Research & Development,Laboratory Technician,Married,3.3333333333333335,0.15151515151056016,2435.999997564
43,1034,16,3,327,4,0,80,3,4,4,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Sales,Manager,Married,3.6666666666666665,0.3953488372001082,4015.9999989959997
33,465,2,2,328,1,0,39,3,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,Research & Development,Laboratory Technician,Married,1.0,0.2727272727190083,2706.999997293
52,771,2,4,329,1,1,79,2,5,3,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,Sales,Manager,Single,2.6666666666666665,0.6346153846031806,3813.59999923728
32,1401,4,2,330,3,0,56,3,1,2,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,Sales,Sales Representative,Married,2.0,0.12499999999609376,3930.9999960689997
32,515,1,3,331,4,1,62,2,1,3,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,Research & Development,Laboratory Technician,Single,3.6666666666666665,0.09374999999707033,3729.99999627
39,1431,1,4,332,3,0,96,3,1,3,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,Research & Development,Laboratory Technician,Divorced,3.0,0.07692307692110455,2231.999997768
32,976,26,4,333,3,1,100,3,2,4,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,Sales,Sales Executive,Married,2.6666666666666665,0.09374999999707033,2232.49999888375
41,1411,19,2,334,3,1,36,3,2,1,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,1.6666666666666667,0.024390243901844143,1535.999999232
40,1300,24,2,335,1,1,62,3,2,4,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0,Research & Development,Research Scientist,Divorced,2.0,0.22499999999437503,1659.49999917025
45,252,1,3,336,3,1,70,4,5,4,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,Research & Development,Manager,Married,3.3333333333333335,0.5333333333214815,3840.39999923192
